clientReference,accountReference,effectiveDateTime
37472,337472,2003-09-15
37473,337473,2003-09-14
37474,337474,2003-09-13
37475,337475,2003-09-12
37476,337476,2003-09-11
37477,337477,2003-09-10
37478,337478,2003-09-09
37479,337479,2003-09-08
37480,337480,2003-09-07
37481,337481,2003-09-06
37482,337482,2003-09-05
37483,337483,2003-09-04
37484,337484,2003-09-03
37485,337485,2003-09-02
37486,337486,2003-09-01
37487,337487,2003-08-31
37488,337488,2003-08-30
37489,337489,2003-08-29
37490,337490,2003-08-28
37491,337491,2003-08-27
37492,337492,2003-08-26
37493,337493,2003-08-25
37494,337494,2003-08-24
37495,337495,2003-08-23
37496,337496,2003-08-22
37497,337497,2003-08-21
37498,337498,2003-08-20
37499,337499,2003-08-19
37500,337500,2003-08-18
37501,337501,2003-08-17
37502,337502,2003-08-16
37503,337503,2003-08-15
37504,337504,2003-08-14
37505,337505,2003-08-13
37506,337506,2003-08-12
37507,337507,2003-08-11
37508,337508,2003-08-10
37509,337509,2003-08-09
37510,337510,2003-08-08
37511,337511,2003-08-07
37512,337512,2003-08-06
37513,337513,2003-08-05
37514,337514,2003-08-04
37515,337515,2003-08-03
37516,337516,2003-08-02
37517,337517,2003-08-01
37518,337518,2003-07-31
37519,337519,2003-07-30
37520,337520,2003-07-29
37521,337521,2003-07-28
37522,337522,2003-07-27
37523,337523,2003-07-26
37524,337524,2003-07-25
37525,337525,2003-07-24
37526,337526,2003-07-23
37527,337527,2003-07-22
37528,337528,2003-07-21
37529,337529,2003-07-20
37530,337530,2003-07-19
37531,337531,2003-07-18
37532,337532,2003-07-17
37533,337533,2003-07-16
37534,337534,2003-07-15
37535,337535,2003-07-14
37536,337536,2003-07-13
37537,337537,2003-07-12
37538,337538,2003-07-11
37539,337539,2003-07-10
37540,337540,2003-07-09
37541,337541,2003-07-08
37542,337542,2003-07-07
37543,337543,2003-07-06
37544,337544,2003-07-05
37545,337545,2003-07-04
37546,337546,2003-07-03
37547,337547,2003-07-02
37548,337548,2003-07-01
37549,337549,2003-06-30
37550,337550,2003-06-29
37551,337551,2003-06-28
37552,337552,2003-06-27
37553,337553,2003-06-26
37554,337554,2003-06-25
37555,337555,2003-06-24
37556,337556,2003-06-23
37557,337557,2003-06-22
37558,337558,2003-06-21
37559,337559,2003-06-20
37560,337560,2003-06-19
37561,337561,2003-06-18
37562,337562,2003-06-17
37563,337563,2003-06-16
37564,337564,2003-06-15
37565,337565,2003-06-14
37566,337566,2003-06-13
37567,337567,2003-06-12
37568,337568,2003-06-11
37569,337569,2003-06-10
37570,337570,2003-06-09
37571,337571,2003-06-08
37572,337572,2003-06-07
37573,337573,2003-06-06
37574,337574,2003-06-05
37575,337575,2003-06-04
37576,337576,2003-06-03
37577,337577,2003-06-02
37578,337578,2003-06-01
37579,337579,2003-05-31
37580,337580,2003-05-30
37581,337581,2003-05-29
37582,337582,2003-05-28
37583,337583,2003-05-27
37584,337584,2003-05-26
37585,337585,2003-05-25
37586,337586,2003-05-24
37587,337587,2003-05-23
37588,337588,2003-05-22
37589,337589,2003-05-21
37590,337590,2003-05-20
37591,337591,2003-05-19
37592,337592,2003-05-18
37593,337593,2003-05-17
37594,337594,2003-05-16
37595,337595,2003-05-15
37596,337596,2003-05-14
37597,337597,2003-05-13
37598,337598,2003-05-12
37599,337599,2003-05-11
37600,337600,2003-05-10
37601,337601,2003-05-09
37602,337602,2003-05-08
37603,337603,2003-05-07
37604,337604,2003-05-06
37605,337605,2003-05-05
37606,337606,2003-05-04
37607,337607,2003-05-03
37608,337608,2003-05-02
37609,337609,2003-05-01
37610,337610,2003-04-30
37611,337611,2003-04-29
37612,337612,2003-04-28
37613,337613,2003-04-27
37614,337614,2003-04-26
37615,337615,2003-04-25
37616,337616,2003-04-24
37617,337617,2003-04-23
37618,337618,2003-04-22
37619,337619,2003-04-21
37620,337620,2003-04-20
37621,337621,2003-04-19
37622,337622,2003-04-18
37623,337623,2003-04-17
37624,337624,2003-04-16
37625,337625,2003-04-15
37626,337626,2003-04-14
37627,337627,2003-04-13
37628,337628,2003-04-12
37629,337629,2003-04-11
37630,337630,2003-04-10
37631,337631,2003-04-09
37632,337632,2003-04-08
37633,337633,2003-04-07
37634,337634,2003-04-06
37635,337635,2003-04-05
37636,337636,2003-04-04
37637,337637,2003-04-03
37638,337638,2003-04-02
37639,337639,2003-04-01
37640,337640,2003-03-31
37641,337641,2003-03-30
37642,337642,2003-03-29
37643,337643,2003-03-28
37644,337644,2003-03-27
37645,337645,2003-03-26
37646,337646,2003-03-25
37647,337647,2003-03-24
37648,337648,2003-03-23
37649,337649,2003-03-22
37650,337650,2003-03-21
37651,337651,2003-03-20
37652,337652,2003-03-19
37653,337653,2003-03-18
37654,337654,2003-03-17
37655,337655,2003-03-16
37656,337656,2003-03-15
37657,337657,2003-03-14
37658,337658,2003-03-13
37659,337659,2003-03-12
37660,337660,2003-03-11
37661,337661,2003-03-10
37662,337662,2003-03-09
37663,337663,2003-03-08
37664,337664,2003-03-07
37665,337665,2003-03-06
37666,337666,2003-03-05
37667,337667,2003-03-04
37668,337668,2003-03-03
37669,337669,2003-03-02
37670,337670,2003-03-01
37671,337671,2003-02-28
37672,337672,2003-02-27
37673,337673,2003-02-26
37674,337674,2003-02-25
37675,337675,2003-02-24
37676,337676,2003-02-23
37677,337677,2003-02-22
37678,337678,2003-02-21
37679,337679,2003-02-20
37680,337680,2003-02-19
37681,337681,2003-02-18
37682,337682,2003-02-17
37683,337683,2003-02-16
37684,337684,2003-02-15
37685,337685,2003-02-14
37686,337686,2003-02-13
37687,337687,2003-02-12
37688,337688,2003-02-11
37689,337689,2003-02-10
37690,337690,2003-02-09
37691,337691,2003-02-08
37692,337692,2003-02-07
37693,337693,2003-02-06
37694,337694,2003-02-05
37695,337695,2003-02-04
37696,337696,2003-02-03
37697,337697,2003-02-02
37698,337698,2003-02-01
37699,337699,2003-01-31
37700,337700,2003-01-30
37701,337701,2003-01-29
37702,337702,2003-01-28
37703,337703,2003-01-27
37704,337704,2003-01-26
37705,337705,2003-01-25
37706,337706,2003-01-24
37707,337707,2003-01-23
37708,337708,2003-01-22
37709,337709,2003-01-21
37710,337710,2003-01-20
37711,337711,2003-01-19
37712,337712,2003-01-18
37713,337713,2003-01-17
37714,337714,2003-01-16
37715,337715,2003-01-15
37716,337716,2003-01-14
37717,337717,2003-01-13
37718,337718,2003-01-12
37719,337719,2003-01-11
37720,337720,2003-01-10
37721,337721,2003-01-09
37722,337722,2003-01-08
37723,337723,2003-01-07
37724,337724,2003-01-06
37725,337725,2003-01-05
37726,337726,2003-01-04
37727,337727,2003-01-03
37728,337728,2003-01-02
37729,337729,2003-01-01
37730,337730,2002-12-31
37731,337731,2002-12-30
37732,337732,2002-12-29
37733,337733,2002-12-28
37734,337734,2002-12-27
37735,337735,2002-12-26
37736,337736,2002-12-25
37737,337737,2002-12-24
37738,337738,2002-12-23
37739,337739,2002-12-22
37740,337740,2002-12-21
37741,337741,2002-12-20
37742,337742,2002-12-19
37743,337743,2002-12-18
37744,337744,2002-12-17
37745,337745,2002-12-16
37746,337746,2002-12-15
37747,337747,2002-12-14
37748,337748,2002-12-13
37749,337749,2002-12-12
37750,337750,2002-12-11
37751,337751,2002-12-10
37752,337752,2002-12-09
37753,337753,2002-12-08
37754,337754,2002-12-07
37755,337755,2002-12-06
37756,337756,2002-12-05
37757,337757,2002-12-04
37758,337758,2002-12-03
37759,337759,2002-12-02
37760,337760,2002-12-01
37761,337761,2002-11-30
37762,337762,2002-11-29
37763,337763,2002-11-28
37764,337764,2002-11-27
37765,337765,2002-11-26
37766,337766,2002-11-25
37767,337767,2002-11-24
37768,337768,2002-11-23
37769,337769,2002-11-22
37770,337770,2002-11-21
37771,337771,2002-11-20
37772,337772,2002-11-19
37773,337773,2002-11-18
37774,337774,2002-11-17
37775,337775,2002-11-16
37776,337776,2002-11-15
37777,337777,2002-11-14
37778,337778,2002-11-13
37779,337779,2002-11-12
37780,337780,2002-11-11
37781,337781,2002-11-10
37782,337782,2002-11-09
37783,337783,2002-11-08
37784,337784,2002-11-07
37785,337785,2002-11-06
37786,337786,2002-11-05
37787,337787,2002-11-04
37788,337788,2002-11-03
37789,337789,2002-11-02
37790,337790,2002-11-01
37791,337791,2002-10-31
37792,337792,2002-10-30
37793,337793,2002-10-29
37794,337794,2002-10-28
37795,337795,2002-10-27
37796,337796,2002-10-26
37797,337797,2002-10-25
37798,337798,2002-10-24
37799,337799,2002-10-23
37800,337800,2002-10-22
37801,337801,2002-10-21
37802,337802,2002-10-20
37803,337803,2002-10-19
37804,337804,2002-10-18
37805,337805,2002-10-17
37806,337806,2002-10-16
37807,337807,2002-10-15
37808,337808,2002-10-14
37809,337809,2002-10-13
37810,337810,2002-10-12
37811,337811,2002-10-11
37812,337812,2002-10-10
37813,337813,2002-10-09
37814,337814,2002-10-08
37815,337815,2002-10-07
37816,337816,2002-10-06
37817,337817,2002-10-05
37818,337818,2002-10-04
37819,337819,2002-10-03
37820,337820,2002-10-02
37821,337821,2002-10-01
37822,337822,2002-09-30
37823,337823,2002-09-29
37824,337824,2002-09-28
37825,337825,2002-09-27
37826,337826,2002-09-26
37827,337827,2002-09-25
37828,337828,2002-09-24
37829,337829,2002-09-23
37830,337830,2002-09-22
37831,337831,2002-09-21
37832,337832,2002-09-20
37833,337833,2002-09-19
37834,337834,2002-09-18
37835,337835,2002-09-17
37836,337836,2002-09-16
37837,337837,2002-09-15
37838,337838,2002-09-14
37839,337839,2002-09-13
37840,337840,2002-09-12
37841,337841,2002-09-11
37842,337842,2002-09-10
37843,337843,2002-09-09
37844,337844,2002-09-08
37845,337845,2002-09-07
37846,337846,2002-09-06
37847,337847,2002-09-05
37848,337848,2002-09-04
37849,337849,2002-09-03
37850,337850,2002-09-02
37851,337851,2002-09-01
37852,337852,2002-08-31
37853,337853,2002-08-30
37854,337854,2002-08-29
37855,337855,2002-08-28
37856,337856,2002-08-27
37857,337857,2002-08-26
37858,337858,2002-08-25
37859,337859,2002-08-24
37860,337860,2002-08-23
37861,337861,2002-08-22
37862,337862,2002-08-21
37863,337863,2002-08-20
37864,337864,2002-08-19
37865,337865,2002-08-18
37866,337866,2002-08-17
37867,337867,2002-08-16
37868,337868,2002-08-15
37869,337869,2002-08-14
37870,337870,2002-08-13
37871,337871,2002-08-12
37872,337872,2002-08-11
37873,337873,2002-08-10
37874,337874,2002-08-09
37875,337875,2002-08-08
37876,337876,2002-08-07
37877,337877,2002-08-06
37878,337878,2002-08-05
37879,337879,2002-08-04
37880,337880,2002-08-03
37881,337881,2002-08-02
37882,337882,2002-08-01
37883,337883,2002-07-31
37884,337884,2002-07-30
37885,337885,2002-07-29
37886,337886,2002-07-28
37887,337887,2002-07-27
37888,337888,2002-07-26
37889,337889,2002-07-25
37890,337890,2002-07-24
37891,337891,2002-07-23
37892,337892,2002-07-22
37893,337893,2002-07-21
37894,337894,2002-07-20
37895,337895,2002-07-19
37896,337896,2002-07-18
37897,337897,2002-07-17
37898,337898,2002-07-16
37899,337899,2002-07-15
37900,337900,2002-07-14
37901,337901,2002-07-13
37902,337902,2002-07-12
37903,337903,2002-07-11
37904,337904,2002-07-10
37905,337905,2002-07-09
37906,337906,2002-07-08
37907,337907,2002-07-07
37908,337908,2002-07-06
37909,337909,2002-07-05
37910,337910,2002-07-04
37911,337911,2002-07-03
37912,337912,2002-07-02
37913,337913,2002-07-01
37914,337914,2002-06-30
37915,337915,2002-06-29
37916,337916,2002-06-28
37917,337917,2002-06-27
37918,337918,2002-06-26
37919,337919,2002-06-25
37920,337920,2002-06-24
37921,337921,2002-06-23
37922,337922,2002-06-22
37923,337923,2002-06-21
37924,337924,2002-06-20
37925,337925,2002-06-19
37926,337926,2002-06-18
37927,337927,2002-06-17
37928,337928,2002-06-16
37929,337929,2002-06-15
37930,337930,2002-06-14
37931,337931,2002-06-13
37932,337932,2002-06-12
37933,337933,2002-06-11
37934,337934,2002-06-10
37935,337935,2002-06-09
37936,337936,2002-06-08
37937,337937,2002-06-07
37938,337938,2002-06-06
37939,337939,2002-06-05
37940,337940,2002-06-04
37941,337941,2002-06-03
37942,337942,2002-06-02
37943,337943,2002-06-01
37944,337944,2002-05-31
37945,337945,2002-05-30
37946,337946,2002-05-29
37947,337947,2002-05-28
37948,337948,2002-05-27
37949,337949,2002-05-26
37950,337950,2002-05-25
37951,337951,2002-05-24
37952,337952,2002-05-23
37953,337953,2002-05-22
37954,337954,2002-05-21
37955,337955,2002-05-20
37956,337956,2002-05-19
37957,337957,2002-05-18
37958,337958,2002-05-17
37959,337959,2002-05-16
37960,337960,2002-05-15
37961,337961,2002-05-14
37962,337962,2002-05-13
37963,337963,2002-05-12
37964,337964,2002-05-11
37965,337965,2002-05-10
37966,337966,2002-05-09
37967,337967,2002-05-08
37968,337968,2002-05-07
37969,337969,2002-05-06
37970,337970,2002-05-05
37971,337971,2002-05-04
37972,337972,2002-05-03
37973,337973,2002-05-02
37974,337974,2002-05-01
37975,337975,2002-04-30
37976,337976,2002-04-29
37977,337977,2002-04-28
37978,337978,2002-04-27
37979,337979,2002-04-26
37980,337980,2002-04-25
37981,337981,2002-04-24
37982,337982,2002-04-23
37983,337983,2002-04-22
37984,337984,2002-04-21
37985,337985,2002-04-20
37986,337986,2002-04-19
37987,337987,2002-04-18
37988,337988,2002-04-17
37989,337989,2002-04-16
37990,337990,2002-04-15
37991,337991,2002-04-14
37992,337992,2002-04-13
37993,337993,2002-04-12
37994,337994,2002-04-11
37995,337995,2002-04-10
37996,337996,2002-04-09
37997,337997,2002-04-08
37998,337998,2002-04-07
37999,337999,2002-04-06
38000,338000,2002-04-05
38001,338001,2002-04-04
38002,338002,2002-04-03
38003,338003,2002-04-02
38004,338004,2002-04-01
38005,338005,2002-03-31
38006,338006,2002-03-30
38007,338007,2002-03-29
38008,338008,2002-03-28
38009,338009,2002-03-27
38010,338010,2002-03-26
38011,338011,2002-03-25
38012,338012,2002-03-24
38013,338013,2002-03-23
38014,338014,2002-03-22
38015,338015,2002-03-21
38016,338016,2002-03-20
38017,338017,2002-03-19
38018,338018,2002-03-18
38019,338019,2002-03-17
38020,338020,2002-03-16
38021,338021,2002-03-15
38022,338022,2002-03-14
38023,338023,2002-03-13
38024,338024,2002-03-12
38025,338025,2002-03-11
38026,338026,2002-03-10
38027,338027,2002-03-09
38028,338028,2002-03-08
38029,338029,2002-03-07
38030,338030,2002-03-06
38031,338031,2002-03-05
38032,338032,2002-03-04
38033,338033,2002-03-03
38034,338034,2002-03-02
38035,338035,2002-03-01
38036,338036,2002-02-28
38037,338037,2002-02-27
38038,338038,2002-02-26
38039,338039,2002-02-25
38040,338040,2002-02-24
38041,338041,2002-02-23
38042,338042,2002-02-22
38043,338043,2002-02-21
38044,338044,2002-02-20
38045,338045,2002-02-19
38046,338046,2002-02-18
38047,338047,2002-02-17
38048,338048,2002-02-16
38049,338049,2002-02-15
38050,338050,2002-02-14
38051,338051,2002-02-13
38052,338052,2002-02-12
38053,338053,2002-02-11
38054,338054,2002-02-10
38055,338055,2002-02-09
38056,338056,2002-02-08
38057,338057,2002-02-07
38058,338058,2002-02-06
38059,338059,2002-02-05
38060,338060,2002-02-04
38061,338061,2002-02-03
38062,338062,2002-02-02
38063,338063,2002-02-01
38064,338064,2002-01-31
38065,338065,2002-01-30
38066,338066,2002-01-29
38067,338067,2002-01-28
38068,338068,2002-01-27
38069,338069,2002-01-26
38070,338070,2002-01-25
38071,338071,2002-01-24
38072,338072,2002-01-23
38073,338073,2002-01-22
38074,338074,2002-01-21
38075,338075,2002-01-20
38076,338076,2002-01-19
38077,338077,2002-01-18
38078,338078,2002-01-17
38079,338079,2002-01-16
38080,338080,2002-01-15
38081,338081,2002-01-14
38082,338082,2002-01-13
38083,338083,2002-01-12
38084,338084,2002-01-11
38085,338085,2002-01-10
38086,338086,2002-01-09
38087,338087,2002-01-08
38088,338088,2002-01-07
38089,338089,2002-01-06
38090,338090,2002-01-05
38091,338091,2002-01-04
38092,338092,2002-01-03
38093,338093,2002-01-02
38094,338094,2002-01-01
38095,338095,2001-12-31
38096,338096,2001-12-30
38097,338097,2001-12-29
38098,338098,2001-12-28
38099,338099,2001-12-27
38100,338100,2001-12-26
38101,338101,2001-12-25
38102,338102,2001-12-24
38103,338103,2001-12-23
38104,338104,2001-12-22
38105,338105,2001-12-21
38106,338106,2001-12-20
38107,338107,2001-12-19
38108,338108,2001-12-18
38109,338109,2001-12-17
38110,338110,2001-12-16
38111,338111,2001-12-15
38112,338112,2001-12-14
38113,338113,2001-12-13
38114,338114,2001-12-12
38115,338115,2001-12-11
38116,338116,2001-12-10
38117,338117,2001-12-09
38118,338118,2001-12-08
38119,338119,2001-12-07
38120,338120,2001-12-06
38121,338121,2001-12-05
38122,338122,2001-12-04
38123,338123,2001-12-03
38124,338124,2001-12-02
38125,338125,2001-12-01
38126,338126,2001-11-30
38127,338127,2001-11-29
38128,338128,2001-11-28
38129,338129,2001-11-27
38130,338130,2001-11-26
38131,338131,2001-11-25
38132,338132,2001-11-24
38133,338133,2001-11-23
38134,338134,2001-11-22
38135,338135,2001-11-21
38136,338136,2001-11-20
38137,338137,2001-11-19
38138,338138,2001-11-18
38139,338139,2001-11-17
38140,338140,2001-11-16
38141,338141,2001-11-15
38142,338142,2001-11-14
38143,338143,2001-11-13
38144,338144,2001-11-12
38145,338145,2001-11-11
38146,338146,2001-11-10
38147,338147,2001-11-09
38148,338148,2001-11-08
38149,338149,2001-11-07
38150,338150,2001-11-06
38151,338151,2001-11-05
38152,338152,2001-11-04
38153,338153,2001-11-03
38154,338154,2001-11-02
38155,338155,2001-11-01
38156,338156,2001-10-31
38157,338157,2001-10-30
38158,338158,2001-10-29
38159,338159,2001-10-28
38160,338160,2001-10-27
38161,338161,2001-10-26
38162,338162,2001-10-25
38163,338163,2001-10-24
38164,338164,2001-10-23
38165,338165,2001-10-22
38166,338166,2001-10-21
38167,338167,2001-10-20
38168,338168,2001-10-19
38169,338169,2001-10-18
38170,338170,2001-10-17
38171,338171,2001-10-16
38172,338172,2001-10-15
38173,338173,2001-10-14
38174,338174,2001-10-13
38175,338175,2001-10-12
38176,338176,2001-10-11
38177,338177,2001-10-10
38178,338178,2001-10-09
38179,338179,2001-10-08
38180,338180,2001-10-07
38181,338181,2001-10-06
38182,338182,2001-10-05
38183,338183,2001-10-04
38184,338184,2001-10-03
38185,338185,2001-10-02
38186,338186,2001-10-01
38187,338187,2001-09-30
38188,338188,2001-09-29
38189,338189,2001-09-28
38190,338190,2001-09-27
38191,338191,2001-09-26
38192,338192,2001-09-25
38193,338193,2001-09-24
38194,338194,2001-09-23
38195,338195,2001-09-22
38196,338196,2001-09-21
38197,338197,2001-09-20
38198,338198,2001-09-19
38199,338199,2001-09-18
38200,338200,2001-09-17
38201,338201,2001-09-16
38202,338202,2001-09-15
38203,338203,2001-09-14
38204,338204,2001-09-13
38205,338205,2001-09-12
38206,338206,2001-09-11
38207,338207,2001-09-10
38208,338208,2001-09-09
38209,338209,2001-09-08
38210,338210,2001-09-07
38211,338211,2001-09-06
38212,338212,2001-09-05
38213,338213,2001-09-04
38214,338214,2001-09-03
38215,338215,2001-09-02
38216,338216,2001-09-01
38217,338217,2001-08-31
38218,338218,2001-08-30
38219,338219,2001-08-29
38220,338220,2001-08-28
38221,338221,2001-08-27
38222,338222,2001-08-26
38223,338223,2001-08-25
38224,338224,2001-08-24
38225,338225,2001-08-23
38226,338226,2001-08-22
38227,338227,2001-08-21
38228,338228,2001-08-20
38229,338229,2001-08-19
38230,338230,2001-08-18
38231,338231,2001-08-17
38232,338232,2001-08-16
38233,338233,2001-08-15
38234,338234,2001-08-14
38235,338235,2001-08-13
38236,338236,2001-08-12
38237,338237,2001-08-11
38238,338238,2001-08-10
38239,338239,2001-08-09
38240,338240,2001-08-08
38241,338241,2001-08-07
38242,338242,2001-08-06
38243,338243,2001-08-05
38244,338244,2001-08-04
38245,338245,2001-08-03
38246,338246,2001-08-02
38247,338247,2001-08-01
38248,338248,2001-07-31
38249,338249,2001-07-30
38250,338250,2001-07-29
38251,338251,2001-07-28
38252,338252,2001-07-27
38253,338253,2001-07-26
38254,338254,2001-07-25
38255,338255,2001-07-24
38256,338256,2001-07-23
38257,338257,2001-07-22
38258,338258,2001-07-21
38259,338259,2001-07-20
38260,338260,2001-07-19
38261,338261,2001-07-18
38262,338262,2001-07-17
38263,338263,2001-07-16
38264,338264,2001-07-15
38265,338265,2001-07-14
38266,338266,2001-07-13
38267,338267,2001-07-12
38268,338268,2001-07-11
38269,338269,2001-07-10
38270,338270,2001-07-09
38271,338271,2001-07-08
38272,338272,2001-07-07
38273,338273,2001-07-06
38274,338274,2001-07-05
38275,338275,2001-07-04
38276,338276,2001-07-03
38277,338277,2001-07-02
38278,338278,2001-07-01
38279,338279,2001-06-30
38280,338280,2001-06-29
38281,338281,2001-06-28
38282,338282,2001-06-27
38283,338283,2001-06-26
38284,338284,2001-06-25
38285,338285,2001-06-24
38286,338286,2001-06-23
38287,338287,2001-06-22
38288,338288,2001-06-21
38289,338289,2001-06-20
38290,338290,2001-06-19
38291,338291,2001-06-18
38292,338292,2001-06-17
38293,338293,2001-06-16
38294,338294,2001-06-15
38295,338295,2001-06-14
38296,338296,2001-06-13
38297,338297,2001-06-12
38298,338298,2001-06-11
38299,338299,2001-06-10
38300,338300,2001-06-09
38301,338301,2001-06-08
38302,338302,2001-06-07
38303,338303,2001-06-06
38304,338304,2001-06-05
38305,338305,2001-06-04
38306,338306,2001-06-03
38307,338307,2001-06-02
38308,338308,2001-06-01
38309,338309,2001-05-31
38310,338310,2001-05-30
38311,338311,2001-05-29
38312,338312,2001-05-28
38313,338313,2001-05-27
38314,338314,2001-05-26
38315,338315,2001-05-25
38316,338316,2001-05-24
38317,338317,2001-05-23
38318,338318,2001-05-22
38319,338319,2001-05-21
38320,338320,2001-05-20
38321,338321,2001-05-19
38322,338322,2001-05-18
38323,338323,2001-05-17
38324,338324,2001-05-16
38325,338325,2001-05-15
38326,338326,2001-05-14
38327,338327,2001-05-13
38328,338328,2001-05-12
38329,338329,2001-05-11
38330,338330,2001-05-10
38331,338331,2001-05-09
38332,338332,2001-05-08
38333,338333,2001-05-07
38334,338334,2001-05-06
38335,338335,2001-05-05
38336,338336,2001-05-04
38337,338337,2001-05-03
38338,338338,2001-05-02
38339,338339,2001-05-01
38340,338340,2001-04-30
38341,338341,2001-04-29
38342,338342,2001-04-28
38343,338343,2001-04-27
38344,338344,2001-04-26
38345,338345,2001-04-25
38346,338346,2001-04-24
38347,338347,2001-04-23
38348,338348,2001-04-22
38349,338349,2001-04-21
38350,338350,2001-04-20
38351,338351,2001-04-19
38352,338352,2001-04-18
38353,338353,2001-04-17
38354,338354,2001-04-16
38355,338355,2001-04-15
38356,338356,2001-04-14
38357,338357,2001-04-13
38358,338358,2001-04-12
38359,338359,2001-04-11
38360,338360,2001-04-10
38361,338361,2001-04-09
38362,338362,2001-04-08
38363,338363,2001-04-07
38364,338364,2001-04-06
38365,338365,2001-04-05
38366,338366,2001-04-04
38367,338367,2001-04-03
38368,338368,2001-04-02
38369,338369,2001-04-01
38370,338370,2001-03-31
38371,338371,2001-03-30
38372,338372,2001-03-29
38373,338373,2001-03-28
38374,338374,2001-03-27
38375,338375,2001-03-26
38376,338376,2001-03-25
38377,338377,2001-03-24
38378,338378,2001-03-23
38379,338379,2001-03-22
38380,338380,2001-03-21
38381,338381,2001-03-20
38382,338382,2001-03-19
38383,338383,2001-03-18
38384,338384,2001-03-17
38385,338385,2001-03-16
38386,338386,2001-03-15
38387,338387,2001-03-14
38388,338388,2001-03-13
38389,338389,2001-03-12
38390,338390,2001-03-11
38391,338391,2001-03-10
38392,338392,2001-03-09
38393,338393,2001-03-08
38394,338394,2001-03-07
38395,338395,2001-03-06
38396,338396,2001-03-05
38397,338397,2001-03-04
38398,338398,2001-03-03
38399,338399,2001-03-02
38400,338400,2001-03-01
38401,338401,2001-02-28
38402,338402,2001-02-27
38403,338403,2001-02-26
38404,338404,2001-02-25
38405,338405,2001-02-24
38406,338406,2001-02-23
38407,338407,2001-02-22
38408,338408,2001-02-21
38409,338409,2001-02-20
38410,338410,2001-02-19
38411,338411,2001-02-18
38412,338412,2001-02-17
38413,338413,2001-02-16
38414,338414,2001-02-15
38415,338415,2001-02-14
38416,338416,2001-02-13
38417,338417,2001-02-12
38418,338418,2001-02-11
38419,338419,2001-02-10
38420,338420,2001-02-09
38421,338421,2001-02-08
38422,338422,2001-02-07
38423,338423,2001-02-06
38424,338424,2001-02-05
38425,338425,2001-02-04
38426,338426,2001-02-03
38427,338427,2001-02-02
38428,338428,2001-02-01
38429,338429,2001-01-31
38430,338430,2001-01-30
38431,338431,2001-01-29
38432,338432,2001-01-28
38433,338433,2001-01-27
38434,338434,2001-01-26
38435,338435,2001-01-25
38436,338436,2001-01-24
38437,338437,2001-01-23
38438,338438,2001-01-22
38439,338439,2001-01-21
38440,338440,2001-01-20
38441,338441,2001-01-19
38442,338442,2001-01-18
38443,338443,2001-01-17
38444,338444,2001-01-16
38445,338445,2001-01-15
38446,338446,2001-01-14
38447,338447,2001-01-13
38448,338448,2001-01-12
38449,338449,2001-01-11
38450,338450,2001-01-10
38451,338451,2001-01-09
38452,338452,2001-01-08
38453,338453,2001-01-07
38454,338454,2001-01-06
38455,338455,2001-01-05
38456,338456,2001-01-04
38457,338457,2001-01-03
38458,338458,2001-01-02
38459,338459,2001-01-01
38460,338460,2000-12-31
38461,338461,2000-12-30
38462,338462,2000-12-29
38463,338463,2000-12-28
38464,338464,2000-12-27
38465,338465,2000-12-26
38466,338466,2000-12-25
38467,338467,2000-12-24
38468,338468,2000-12-23
38469,338469,2000-12-22
38470,338470,2000-12-21
38471,338471,2000-12-20
38472,338472,2000-12-19
38473,338473,2000-12-18
38474,338474,2000-12-17
38475,338475,2000-12-16
38476,338476,2000-12-15
38477,338477,2000-12-14
38478,338478,2000-12-13
38479,338479,2000-12-12
38480,338480,2000-12-11
38481,338481,2000-12-10
38482,338482,2000-12-09
38483,338483,2000-12-08
38484,338484,2000-12-07
38485,338485,2000-12-06
38486,338486,2000-12-05
38487,338487,2000-12-04
38488,338488,2000-12-03
38489,338489,2000-12-02
38490,338490,2000-12-01
38491,338491,2000-11-30
38492,338492,2000-11-29
38493,338493,2000-11-28
38494,338494,2000-11-27
38495,338495,2000-11-26
38496,338496,2000-11-25
38497,338497,2000-11-24
38498,338498,2000-11-23
38499,338499,2000-11-22
38500,338500,2000-11-21
38501,338501,2000-11-20
38502,338502,2000-11-19
38503,338503,2000-11-18
38504,338504,2000-11-17
38505,338505,2000-11-16
38506,338506,2000-11-15
38507,338507,2000-11-14
38508,338508,2000-11-13
38509,338509,2000-11-12
38510,338510,2000-11-11
38511,338511,2000-11-10
38512,338512,2000-11-09
38513,338513,2000-11-08
38514,338514,2000-11-07
38515,338515,2000-11-06
38516,338516,2000-11-05
38517,338517,2000-11-04
38518,338518,2000-11-03
38519,338519,2000-11-02
38520,338520,2000-11-01
38521,338521,2000-10-31
38522,338522,2000-10-30
38523,338523,2000-10-29
38524,338524,2000-10-28
38525,338525,2000-10-27
38526,338526,2000-10-26
38527,338527,2000-10-25
38528,338528,2000-10-24
38529,338529,2000-10-23
38530,338530,2000-10-22
38531,338531,2000-10-21
38532,338532,2000-10-20
38533,338533,2000-10-19
38534,338534,2000-10-18
38535,338535,2000-10-17
38536,338536,2000-10-16
38537,338537,2000-10-15
38538,338538,2000-10-14
38539,338539,2000-10-13
38540,338540,2000-10-12
38541,338541,2000-10-11
38542,338542,2000-10-10
38543,338543,2000-10-09
38544,338544,2000-10-08
38545,338545,2000-10-07
38546,338546,2000-10-06
